filiere,type_ecole,ville,moyenne,stages,niveau_francais,niveau_anglais,niveau_programmation,niveau_algorithme,projets,certifications,participation_hackathon,open_source_contributions,soft_skills,linkedin_profile,recrute,salaire_estime_dh
GINF,ENSA,Agadir,14.11,1,4,4,3,6,4,0,0,0,5,1,0,0
GI,FST,Fès,14.88,1,8,4,10,4,2,1,0,0,7,0,0,0
Cybersécurité,EST,Rabat,11.53,3,5,10,9,3,0,2,1,0,5,1,0,0
Développement Web,ENSA,Rabat,12.19,2,9,3,7,5,6,2,0,0,7,0,0,0
Réseaux & Télécoms,Faculté (FS),Fès,15.12,4,10,4,9,9,0,2,0,0,10,1,1,9600
GI,OFPPT,Tanger,13.75,1,9,9,5,9,2,3,0,1,9,1,1,9000
Développement Web,ENSA,Fès,16.86,0,10,4,10,3,5,2,0,0,6,0,1,9600
Réseaux & Télécoms,OFPPT,Rabat,12.74,4,6,3,9,3,0,2,0,0,9,1,0,0
Data Science,OFPPT,Marrakech,12.13,1,5,10,5,8,2,2,0,0,8,1,0,0
GI,Privée (EMSI/IGA),Agadir,17.88,4,9,7,7,10,3,0,1,0,4,1,1,11900
GI,EST,Fès,17.29,0,5,6,10,4,5,1,1,0,5,1,0,0
Data Science,Privée (EMSI/IGA),Tanger,10.23,4,5,3,9,3,5,3,0,0,10,0,0,0
Data Science,EST,Marrakech,16.17,4,4,3,3,8,6,0,1,0,9,0,1,8100
GI,Faculté (FS),Fès,10.88,0,9,5,10,9,2,2,1,0,4,1,0,0
Data Science,ENSA,Marrakech,10.22,0,10,4,3,4,0,1,0,0,5,1,0,0
GINF,ENSA,Fès,12.19,0,7,8,6,9,6,1,0,0,10,1,1,10000
Réseaux & Télécoms,OFPPT,Marrakech,12.15,3,10,7,10,8,6,1,0,0,6,0,1,8300
Réseaux & Télécoms,FST,Kenitra,16.55,0,4,8,8,9,3,1,0,0,10,1,0,0
Réseaux & Télécoms,EST,Casablanca,15.69,4,4,5,4,8,5,2,0,0,10,1,0,0
GINF,ENSA,Marrakech,17.85,0,5,7,4,10,2,3,0,0,7,1,0,0
Data Science,Faculté (FS),Kenitra,15.69,1,7,4,5,4,2,2,0,0,4,1,0,0
Développement Web,ENSA,Casablanca,13.35,0,4,8,7,3,7,1,0,0,6,0,0,0
Data Science,OFPPT,Rabat,15.59,0,7,10,10,3,6,2,0,0,6,1,1,8800
GI,ENSA,Casablanca,18.0,2,9,4,3,5,7,1,1,0,8,1,0,0
Cybersécurité,ENSA,Marrakech,15.68,4,5,4,9,3,5,2,0,0,6,1,0,0
Réseaux & Télécoms,EST,Agadir,16.09,4,4,6,8,9,5,3,0,1,8,0,1,10400
Data Science,FST,Agadir,17.51,1,7,7,4,10,3,1,1,0,10,0,1,9300
Développement Web,EST,Rabat,10.91,3,8,7,7,3,7,2,0,0,6,1,0,0
GI,EST,Marrakech,15.64,2,10,5,7,3,5,0,1,0,10,0,1,7500
GINF,Privée (EMSI/IGA),Casablanca,16.81,1,4,10,10,5,1,3,0,0,7,1,1,13200
GINF,Faculté (FS),Agadir,17.64,1,4,3,3,10,7,0,0,0,6,1,0,0
Développement Web,ENSA,Fès,11.69,4,4,4,10,10,0,2,1,1,9,0,1,12100
GI,FST,Tanger,14.03,2,7,4,10,4,5,3,0,0,7,1,0,0
Réseaux & Télécoms,OFPPT,Marrakech,15.44,4,6,8,8,5,1,3,1,0,5,1,0,0
Data Science,EST,Kenitra,11.98,3,9,5,7,9,7,3,0,0,6,1,1,9200
GI,ENSA,Kenitra,14.8,4,10,7,4,10,3,2,0,0,10,0,1,12200
GINF,OFPPT,Fès,12.06,0,4,6,6,9,3,3,0,0,6,0,0,0
Développement Web,Faculté (FS),Fès,12.67,4,8,7,4,3,4,3,1,0,5,1,0,0
Développement Web,Faculté (FS),Marrakech,13.53,0,8,6,8,7,7,0,1,0,10,1,1,7200
Data Science,ENSA,Tanger,14.23,1,5,6,6,3,4,2,0,0,8,1,0,0
Développement Web,ENSA,Agadir,13.59,3,6,7,9,5,3,1,0,0,7,1,1,11300
Développement Web,Faculté (FS),Tanger,13.95,0,6,8,9,8,7,2,1,0,5,0,1,8400
GI,ENSA,Rabat,12.39,3,7,4,7,8,4,2,0,0,5,1,0,0
Réseaux & Télécoms,FST,Casablanca,11.27,4,5,6,4,10,2,3,1,0,9,1,1,12400
Data Science,FST,Casablanca,10.38,4,10,8,3,5,1,0,0,0,10,1,1,11600
GI,EST,Fès,11.57,1,7,5,8,6,3,0,0,0,4,0,1,7000
Réseaux & Télécoms,Privée (EMSI/IGA),Agadir,14.66,4,5,5,7,9,2,2,0,1,5,0,1,12800
GI,OFPPT,Tanger,16.29,0,9,6,3,8,0,1,1,0,8,1,0,0
Cybersécurité,OFPPT,Fès,11.35,1,6,4,6,7,7,2,1,0,8,1,0,0
GI,ENSA,Marrakech,10.87,3,10,6,9,5,0,1,1,0,8,1,0,0
Développement Web,ENSA,Fès,15.99,1,9,5,5,8,4,1,0,0,10,1,1,9900
Réseaux & Télécoms,FST,Marrakech,12.44,3,10,9,5,8,4,2,1,1,7,1,1,11600
Data Science,ENSA,Marrakech,17.61,2,7,5,6,4,2,3,1,0,7,1,0,0
Data Science,Privée (EMSI/IGA),Rabat,15.71,0,5,7,5,3,0,3,0,0,10,0,0,0
Réseaux & Télécoms,ENSA,Rabat,12.61,0,6,9,10,8,5,1,1,0,6,1,1,11200
Développement Web,FST,Marrakech,12.32,3,6,4,8,10,3,0,0,0,5,1,0,0
GINF,EST,Agadir,14.19,4,10,7,10,8,7,3,0,0,9,1,1,10100
GI,Faculté (FS),Rabat,10.63,4,10,9,7,4,5,3,0,0,8,1,1,12000
Développement Web,ENSA,Rabat,10.94,2,10,8,7,9,7,1,0,0,5,1,1,12000
Cybersécurité,FST,Casablanca,11.41,3,4,9,8,5,1,1,0,1,10,1,0,0
Réseaux & Télécoms,EST,Fès,16.2,2,7,8,4,5,6,1,0,0,6,1,0,0
GI,OFPPT,Casablanca,14.11,3,4,8,7,4,4,3,0,0,10,1,0,0
Data Science,ENSA,Agadir,10.08,2,10,9,9,4,2,3,1,0,6,0,1,12000
GINF,Privée (EMSI/IGA),Rabat,15.39,3,10,9,5,6,5,0,0,0,8,1,1,12800
Cybersécurité,OFPPT,Kenitra,13.39,0,6,3,9,3,4,0,0,1,5,0,0,0
Data Science,EST,Rabat,14.09,2,7,9,8,4,2,2,0,0,6,0,0,0
Réseaux & Télécoms,OFPPT,Tanger,11.71,2,7,8,3,3,0,1,0,0,4,0,0,0
GI,ENSA,Agadir,14.41,3,9,6,10,8,4,3,0,0,7,1,1,11900
Réseaux & Télécoms,Privée (EMSI/IGA),Kenitra,17.83,1,8,7,4,7,6,0,0,0,5,0,0,0
GI,FST,Fès,10.59,1,5,8,3,5,7,1,0,0,8,1,0,0
Développement Web,EST,Fès,12.27,0,8,4,9,4,5,1,0,0,6,1,0,0
GINF,EST,Kenitra,11.94,4,8,10,5,10,2,2,0,1,6,1,1,10800
Développement Web,ENSA,Fès,11.99,4,10,9,9,7,2,1,0,0,6,0,1,12200
Développement Web,Privée (EMSI/IGA),Kenitra,13.03,0,6,8,3,5,7,0,0,0,7,1,0,0
Réseaux & Télécoms,ENSA,Agadir,16.54,4,9,6,5,6,5,2,1,1,5,0,1,12500
GINF,Faculté (FS),Kenitra,17.3,3,5,10,7,5,6,3,0,1,6,1,1,11200
GI,FST,Kenitra,11.62,1,10,9,4,4,4,2,1,0,9,0,0,0
GI,Privée (EMSI/IGA),Tanger,14.34,0,10,6,6,10,1,1,0,0,7,0,1,10100
Cybersécurité,ENSA,Tanger,15.1,3,8,10,5,7,3,1,1,0,4,0,1,11900
Data Science,FST,Casablanca,14.17,0,8,10,8,7,6,0,1,1,5,1,1,10500
Cybersécurité,FST,Agadir,13.47,1,7,6,8,10,0,1,0,0,8,1,0,0
Cybersécurité,OFPPT,Agadir,11.54,4,6,6,7,7,5,3,0,0,5,0,1,9400
GI,ENSA,Tanger,13.91,3,8,6,8,5,6,0,0,0,6,1,1,10700
Réseaux & Télécoms,ENSA,Marrakech,13.21,1,5,4,3,10,5,1,0,1,10,0,0,0
Développement Web,ENSA,Marrakech,16.36,0,4,3,7,3,4,3,0,0,8,1,0,0
Développement Web,OFPPT,Casablanca,16.11,2,10,5,8,9,4,0,1,0,9,1,1,8000
Développement Web,ENSA,Marrakech,11.07,3,4,3,3,3,1,1,1,0,5,1,0,0
GINF,Faculté (FS),Marrakech,10.71,0,6,5,3,5,0,3,0,0,8,1,0,0
GI,ENSA,Marrakech,17.27,0,4,7,3,4,4,3,0,0,5,1,0,0
Réseaux & Télécoms,OFPPT,Rabat,14.28,1,7,9,8,5,1,2,0,0,9,1,0,0
GINF,Privée (EMSI/IGA),Casablanca,16.86,0,7,6,10,3,5,0,0,0,4,1,0,0
Data Science,FST,Tanger,10.47,3,5,7,3,5,3,2,1,0,4,1,0,0
Réseaux & Télécoms,EST,Marrakech,14.21,3,9,7,9,7,2,3,0,1,4,1,0,0
Cybersécurité,ENSA,Fès,14.32,0,6,9,4,10,3,2,1,1,5,1,1,11100
Réseaux & Télécoms,ENSA,Kenitra,16.89,1,6,5,8,10,3,2,0,0,8,1,1,10300
Réseaux & Télécoms,EST,Rabat,10.78,3,10,4,3,4,3,2,0,0,4,1,0,0
Développement Web,Faculté (FS),Marrakech,11.92,2,4,6,4,9,3,0,0,0,7,1,0,0
Réseaux & Télécoms,FST,Kenitra,13.25,4,8,10,9,4,2,1,0,0,7,1,1,11400
Cybersécurité,Privée (EMSI/IGA),Kenitra,16.93,1,8,8,6,6,5,2,1,0,4,1,0,0
Cybersécurité,EST,Rabat,17.51,1,9,9,4,9,0,1,0,0,4,1,0,0
GI,Faculté (FS),Casablanca,17.94,4,10,10,8,5,0,0,0,0,6,0,1,11000
Réseaux & Télécoms,FST,Fès,17.67,4,8,9,8,8,5,1,0,0,10,1,1,11200
Développement Web,FST,Fès,10.05,3,9,10,3,8,1,0,0,0,7,1,0,0
Réseaux & Télécoms,EST,Fès,10.38,0,10,7,9,9,1,1,0,0,10,1,1,7300
Data Science,FST,Marrakech,11.18,0,5,3,10,9,4,0,1,0,7,1,0,0
Data Science,FST,Rabat,12.79,2,6,10,9,9,7,3,0,0,4,1,1,12200
Développement Web,OFPPT,Fès,16.64,0,4,6,9,8,3,0,0,0,9,1,0,0
GI,Privée (EMSI/IGA),Kenitra,17.14,2,5,10,8,7,3,1,1,0,6,0,1,11900
GI,EST,Kenitra,11.49,2,7,4,6,10,2,2,0,0,8,1,1,8100
Cybersécurité,ENSA,Agadir,14.96,1,7,6,9,10,3,3,0,0,6,1,1,10900
Cybersécurité,FST,Agadir,17.34,1,7,8,10,8,2,2,0,0,6,1,1,9900
GINF,FST,Rabat,13.71,3,9,8,7,5,4,1,0,0,7,1,0,0
Développement Web,ENSA,Marrakech,10.83,4,9,7,4,10,6,2,0,0,4,0,0,0
Réseaux & Télécoms,OFPPT,Marrakech,13.66,4,10,10,7,6,1,2,1,0,4,1,0,0
Développement Web,Privée (EMSI/IGA),Casablanca,13.01,2,6,3,6,6,1,0,0,0,10,1,0,0
GINF,Privée (EMSI/IGA),Casablanca,14.62,4,7,7,4,10,4,1,1,0,4,0,1,13300
Cybersécurité,ENSA,Fès,13.51,2,9,4,3,5,7,2,0,0,6,1,0,0
Développement Web,OFPPT,Tanger,10.14,4,10,5,4,8,4,2,1,0,10,1,0,0
Développement Web,OFPPT,Kenitra,17.95,3,9,8,3,5,5,2,1,0,10,1,1,8900
Cybersécurité,FST,Casablanca,14.35,1,8,3,5,9,3,1,0,0,6,1,0,0
GINF,FST,Marrakech,13.79,1,9,8,4,10,1,3,0,1,9,1,1,10800
Cybersécurité,OFPPT,Kenitra,17.64,2,7,4,10,10,0,2,1,1,5,1,1,8100
GI,FST,Tanger,11.25,4,5,4,4,9,7,2,0,1,8,1,1,11100
Réseaux & Télécoms,EST,Casablanca,11.51,0,7,10,10,5,4,3,0,0,5,1,0,0
Cybersécurité,FST,Rabat,16.46,3,10,8,7,9,1,3,0,0,9,1,1,12300
GINF,Faculté (FS),Agadir,12.09,4,10,7,7,3,7,3,1,0,8,0,1,10600
Data Science,ENSA,Casablanca,16.39,0,10,8,6,6,1,2,0,0,10,1,0,0
GI,Privée (EMSI/IGA),Casablanca,12.17,3,8,10,3,4,7,0,0,0,5,0,0,0
Data Science,Faculté (FS),Rabat,10.27,3,7,7,8,8,2,1,1,0,5,1,0,0
Cybersécurité,Faculté (FS),Marrakech,14.14,1,4,8,7,8,6,2,0,0,5,1,0,0
GI,ENSA,Fès,11.57,2,8,7,10,3,1,3,0,1,5,0,0,0
Réseaux & Télécoms,Faculté (FS),Rabat,16.06,4,6,10,10,7,4,3,0,1,6,1,1,12700
Cybersécurité,ENSA,Fès,15.13,3,7,5,9,4,6,3,1,0,8,1,1,11700
Réseaux & Télécoms,ENSA,Casablanca,17.39,4,9,6,6,4,6,3,0,0,9,0,1,13400
Développement Web,FST,Marrakech,16.26,3,5,6,3,4,3,0,1,0,5,1,0,0
Data Science,FST,Tanger,11.45,1,7,7,10,9,7,1,1,0,5,0,1,9300
GI,Faculté (FS),Casablanca,16.4,2,5,7,3,6,7,0,0,1,9,1,0,0
Réseaux & Télécoms,ENSA,Rabat,15.13,0,10,9,3,7,1,0,0,1,4,0,0,0
GINF,FST,Tanger,15.35,0,10,9,5,3,0,1,1,0,6,0,0,0
Réseaux & Télécoms,ENSA,Agadir,16.66,1,4,5,3,9,4,2,0,0,7,1,0,0
GINF,Privée (EMSI/IGA),Tanger,14.59,3,6,10,10,7,3,2,0,0,4,0,1,12800
Cybersécurité,Faculté (FS),Rabat,13.73,1,9,6,10,8,5,0,0,1,9,1,1,9200
GI,Faculté (FS),Kenitra,15.09,2,8,5,6,3,3,1,1,1,7,1,0,0
Réseaux & Télécoms,EST,Tanger,12.38,0,8,9,3,9,4,3,0,0,5,0,0,0
Réseaux & Télécoms,ENSA,Rabat,11.46,4,6,9,10,6,5,1,0,0,8,1,1,13200
GI,Privée (EMSI/IGA),Kenitra,14.93,0,4,4,8,8,3,2,0,0,10,0,0,0
Réseaux & Télécoms,EST,Casablanca,11.87,2,4,8,8,7,7,0,0,0,7,1,1,9100
GINF,FST,Kenitra,10.64,3,10,9,10,4,0,3,0,0,10,1,1,11500
Réseaux & Télécoms,Faculté (FS),Marrakech,10.0,1,7,6,3,10,1,2,0,0,10,1,0,0
Data Science,ENSA,Agadir,14.87,0,4,7,6,7,4,3,0,0,7,1,0,0
Cybersécurité,OFPPT,Kenitra,12.9,0,7,10,4,8,1,1,0,0,7,1,0,0
Développement Web,FST,Marrakech,16.02,4,5,3,3,9,1,1,0,1,10,1,1,10500
GINF,EST,Marrakech,13.0,1,6,9,6,9,3,2,0,0,8,1,1,8600
Data Science,ENSA,Marrakech,13.89,4,5,4,7,6,4,2,1,0,4,1,0,0
Cybersécurité,ENSA,Kenitra,13.26,4,5,8,6,6,1,3,0,0,6,1,1,12800
GI,OFPPT,Rabat,15.2,3,5,3,5,6,2,3,0,0,8,1,0,0
GINF,Faculté (FS),Rabat,12.85,0,5,5,7,3,7,1,0,0,4,1,0,0
Développement Web,ENSA,Agadir,17.71,1,8,8,8,10,0,0,1,0,5,0,1,10100
Cybersécurité,ENSA,Rabat,17.49,3,4,5,8,7,5,3,1,0,4,0,1,12700
Développement Web,Faculté (FS),Fès,16.78,3,6,5,4,4,3,1,0,0,7,1,0,0
GI,Faculté (FS),Rabat,17.36,3,6,7,4,9,4,0,1,0,4,1,1,9900
GI,FST,Rabat,13.59,2,9,5,6,4,4,2,0,0,10,1,0,0
GINF,EST,Rabat,14.29,2,5,9,6,5,3,2,0,0,4,1,0,0
Réseaux & Télécoms,ENSA,Casablanca,15.94,3,6,3,3,6,1,3,0,0,10,0,0,0
GI,Faculté (FS),Agadir,15.57,2,10,4,9,8,3,0,0,0,5,0,1,7800
Cybersécurité,Privée (EMSI/IGA),Fès,17.13,1,7,10,9,4,6,1,0,0,5,1,1,11400
Réseaux & Télécoms,ENSA,Rabat,15.73,0,6,9,3,6,7,3,1,0,4,1,0,0
Data Science,Faculté (FS),Agadir,17.98,1,10,7,8,4,4,1,0,1,8,0,0,0
Développement Web,FST,Tanger,12.79,0,5,4,5,7,2,0,0,0,10,1,0,0
Réseaux & Télécoms,FST,Casablanca,16.66,2,6,5,9,5,6,3,0,0,5,1,1,11200
Développement Web,EST,Kenitra,15.58,1,4,6,3,6,1,0,0,0,7,1,0,0
Réseaux & Télécoms,OFPPT,Rabat,15.53,4,5,8,8,3,7,0,1,0,10,0,1,9600
Data Science,FST,Fès,12.61,3,8,7,6,3,5,0,0,0,8,1,1,9900
GI,FST,Casablanca,16.28,0,10,5,10,10,3,1,0,0,9,1,1,9400
Data Science,EST,Fès,17.2,0,4,7,9,4,4,2,1,0,4,1,0,0
GI,ENSA,Kenitra,11.75,4,6,6,6,9,5,3,1,0,9,0,1,12400
GI,ENSA,Kenitra,15.0,4,8,10,3,7,4,1,1,0,10,1,0,0
Développement Web,OFPPT,Casablanca,13.14,3,9,3,9,8,4,0,0,0,7,0,1,8100
Cybersécurité,ENSA,Tanger,17.92,2,4,9,5,10,2,1,1,1,7,1,0,0
Data Science,Faculté (FS),Agadir,13.83,1,9,3,8,10,1,0,0,0,8,1,0,0
Réseaux & Télécoms,EST,Casablanca,11.83,1,7,8,6,9,3,0,0,0,4,1,0,0
Data Science,FST,Marrakech,13.05,1,4,3,8,6,1,0,1,0,7,1,0,0
Développement Web,FST,Kenitra,15.23,2,8,10,5,5,4,0,0,0,9,1,1,10000
GI,EST,Tanger,10.61,3,9,9,6,10,2,1,0,1,10,1,1,9700
Développement Web,ENSA,Kenitra,14.83,1,7,9,8,10,5,0,1,0,9,0,1,10300
GINF,EST,Marrakech,17.45,0,9,10,10,7,6,1,0,0,5,0,1,7900
GINF,Faculté (FS),Tanger,16.8,0,6,6,5,4,2,1,0,0,5,0,0,0
Réseaux & Télécoms,Faculté (FS),Kenitra,10.54,0,5,4,5,7,4,2,0,0,8,0,0,0
Développement Web,EST,Marrakech,17.95,4,9,10,5,5,1,1,1,0,10,1,1,9900
Réseaux & Télécoms,FST,Marrakech,15.59,4,6,6,3,7,5,2,0,0,10,1,1,11000
Réseaux & Télécoms,ENSA,Kenitra,11.3,2,5,6,4,6,1,2,0,0,10,1,0,0
GINF,ENSA,Kenitra,10.1,1,5,5,8,10,2,2,0,0,5,1,0,0
Réseaux & Télécoms,ENSA,Fès,11.37,4,8,10,5,4,7,1,0,0,10,1,1,12400
GINF,OFPPT,Casablanca,16.71,0,10,3,8,5,5,2,1,1,6,1,0,0
GI,ENSA,Casablanca,10.17,4,7,7,5,10,0,3,0,1,4,1,1,14100
Développement Web,ENSA,Tanger,11.87,0,10,9,8,4,2,0,0,0,7,1,0,0
Réseaux & Télécoms,EST,Agadir,16.06,1,7,8,6,8,7,1,1,0,7,1,1,8000
GINF,ENSA,Kenitra,14.69,2,4,4,8,10,5,0,0,1,8,1,1,10300
Data Science,Faculté (FS),Fès,16.26,3,6,9,9,6,7,1,1,0,8,1,1,9700
Réseaux & Télécoms,ENSA,Casablanca,15.97,3,8,7,4,5,2,2,0,0,7,1,0,0
Cybersécurité,ENSA,Casablanca,10.4,0,9,5,6,8,3,3,0,0,5,1,1,11200
GI,Faculté (FS),Fès,17.14,4,6,10,10,8,2,2,0,0,8,1,1,10800
GI,EST,Rabat,11.82,4,9,5,6,8,7,1,0,1,6,1,1,10400
Data Science,OFPPT,Fès,14.43,0,10,4,5,5,7,2,1,0,8,1,0,0
GINF,Faculté (FS),Casablanca,15.15,1,9,7,7,4,6,3,1,0,5,1,1,10100
Réseaux & Télécoms,EST,Agadir,11.35,0,10,4,9,7,7,0,0,0,4,1,1,6300
GINF,Faculté (FS),Rabat,17.81,1,10,4,10,7,0,0,1,0,6,1,0,0
GI,ENSA,Marrakech,13.91,2,9,3,4,8,5,2,0,0,8,1,0,0
GINF,FST,Fès,10.46,2,4,10,6,3,7,1,0,0,4,0,0,0
GI,FST,Marrakech,17.5,0,10,7,7,3,7,1,1,0,4,1,0,0
GINF,EST,Rabat,14.69,2,4,3,7,5,7,0,0,1,9,1,0,0
Data Science,Faculté (FS),Rabat,15.59,4,8,9,6,4,5,3,0,0,7,1,1,12000
Développement Web,OFPPT,Rabat,14.2,1,4,3,5,5,2,2,0,0,5,1,0,0
Data Science,Privée (EMSI/IGA),Tanger,16.68,3,8,9,3,4,1,2,0,0,7,1,0,0
Data Science,Faculté (FS),Fès,10.27,3,4,8,6,6,3,0,0,0,9,1,1,9100
Développement Web,FST,Kenitra,12.15,2,7,3,5,3,6,1,1,0,5,0,0,0
Développement Web,ENSA,Agadir,13.76,1,8,6,4,5,3,2,1,0,9,0,1,10500
Réseaux & Télécoms,EST,Agadir,10.61,4,7,5,5,9,2,1,0,1,4,0,1,9400
Réseaux & Télécoms,FST,Marrakech,15.65,3,10,5,7,10,3,1,0,0,8,0,1,9900
Data Science,EST,Marrakech,13.15,4,7,6,9,6,3,0,0,0,5,0,0,0
Data Science,Privée (EMSI/IGA),Kenitra,12.18,4,8,9,9,7,2,1,0,0,5,1,1,12700
GI,EST,Marrakech,10.03,3,6,9,4,3,0,3,0,0,4,0,0,0
GI,EST,Fès,15.76,3,10,10,10,4,5,3,1,0,6,1,1,10200
Réseaux & Télécoms,EST,Casablanca,16.67,2,10,4,9,8,2,0,0,0,4,1,0,0
Cybersécurité,OFPPT,Marrakech,13.16,1,5,7,4,10,1,2,0,0,9,1,0,0
Cybersécurité,Faculté (FS),Rabat,14.51,0,4,7,3,7,4,1,0,0,4,1,0,0
Réseaux & Télécoms,Faculté (FS),Marrakech,11.82,1,9,7,10,7,0,3,1,0,5,0,1,9100
GI,EST,Rabat,14.98,0,4,3,3,6,2,0,1,0,4,1,0,0
GI,OFPPT,Tanger,10.1,3,9,7,6,10,0,0,0,0,7,0,1,7900
Cybersécurité,ENSA,Casablanca,13.91,4,6,7,9,9,4,1,0,0,4,1,1,12800
GINF,OFPPT,Casablanca,15.15,1,5,9,5,10,3,0,1,1,8,1,1,8800
GINF,FST,Kenitra,17.35,4,6,7,6,5,3,2,0,0,10,1,0,0
GI,EST,Fès,13.05,1,5,5,3,8,4,1,1,0,4,1,0,0
GINF,FST,Fès,16.12,1,8,6,7,10,3,2,0,0,4,1,0,0
Développement Web,Faculté (FS),Agadir,14.78,4,8,8,3,10,0,3,1,0,10,0,1,10800
Réseaux & Télécoms,ENSA,Tanger,17.42,2,9,9,5,10,3,3,0,0,8,0,1,12000
Réseaux & Télécoms,OFPPT,Kenitra,13.19,3,7,4,10,5,4,3,1,0,6,1,1,8500
GI,FST,Fès,12.55,2,7,6,10,6,4,3,1,1,6,1,1,10900
Data Science,EST,Rabat,17.1,2,9,7,7,10,5,0,0,0,6,0,0,0
Cybersécurité,ENSA,Tanger,10.39,1,8,4,9,7,4,2,0,0,7,1,1,10100
GI,FST,Casablanca,11.09,3,9,4,6,3,1,0,0,0,8,1,0,0
GINF,FST,Rabat,10.66,1,7,6,6,7,6,0,1,0,7,0,0,0
Cybersécurité,FST,Kenitra,16.74,0,9,6,3,6,0,3,0,0,7,1,0,0
Data Science,Faculté (FS),Kenitra,10.08,1,8,6,3,7,4,2,0,0,9,1,0,0
GINF,FST,Tanger,16.89,4,6,9,10,8,5,1,0,0,7,0,1,11200
Développement Web,Privée (EMSI/IGA),Casablanca,13.61,1,4,9,9,7,0,1,0,0,8,0,1,12200
GINF,Faculté (FS),Fès,10.03,0,8,8,8,10,7,1,0,0,5,1,1,8000
Développement Web,OFPPT,Rabat,13.21,1,9,6,10,7,5,2,0,0,5,1,1,8500
Cybersécurité,ENSA,Rabat,11.49,0,8,8,6,7,1,3,1,0,6,0,0,0
Développement Web,EST,Casablanca,15.0,3,8,3,9,3,7,3,0,0,7,1,0,0
Cybersécurité,EST,Rabat,15.43,1,7,10,6,4,0,2,0,0,10,1,0,0
Cybersécurité,Faculté (FS),Fès,13.9,0,9,5,4,4,2,3,0,0,6,1,0,0
Cybersécurité,OFPPT,Fès,10.32,3,7,10,5,5,6,2,0,0,7,0,1,9300
Cybersécurité,ENSA,Fès,15.25,4,9,8,4,10,6,2,0,0,6,0,1,12400
Cybersécurité,ENSA,Casablanca,16.74,2,7,5,4,4,1,1,0,1,4,0,0,0
GINF,OFPPT,Marrakech,15.76,0,7,7,6,4,1,1,0,0,8,0,0,0
Cybersécurité,ENSA,Marrakech,16.64,4,6,3,8,4,3,0,0,0,7,0,1,10600
GINF,Faculté (FS),Kenitra,11.6,3,8,4,10,10,4,2,0,0,9,1,1,9100
Cybersécurité,FST,Kenitra,17.11,4,6,6,10,9,7,1,0,0,7,0,1,10600
Développement Web,OFPPT,Rabat,12.58,1,7,7,9,10,1,1,0,1,7,1,1,8800
Cybersécurité,ENSA,Fès,10.11,2,6,4,9,7,6,1,1,1,8,1,1,10700
Data Science,ENSA,Rabat,16.75,0,10,9,5,9,0,3,0,0,4,1,0,0
Cybersécurité,Faculté (FS),Casablanca,17.53,3,10,5,6,7,2,1,0,1,5,1,0,0
Cybersécurité,Privée (EMSI/IGA),Rabat,15.24,2,8,4,4,8,0,3,0,0,8,1,0,0
Développement Web,FST,Agadir,11.85,3,8,10,4,10,6,1,0,1,4,1,1,11400
Réseaux & Télécoms,EST,Marrakech,12.01,4,7,6,9,3,0,3,0,0,6,1,1,9900
Développement Web,Faculté (FS),Rabat,13.73,3,8,6,9,9,2,3,0,0,7,1,1,10900
Data Science,Privée (EMSI/IGA),Rabat,17.18,3,6,10,6,7,7,1,0,1,10,1,1,13900
Réseaux & Télécoms,OFPPT,Tanger,11.2,4,5,8,3,7,5,2,0,0,7,0,1,9400
GI,Privée (EMSI/IGA),Rabat,16.61,4,8,8,3,4,3,0,1,0,5,0,0,0
GI,ENSA,Agadir,12.33,2,6,9,6,3,6,0,0,0,6,1,0,0
Data Science,ENSA,Marrakech,16.47,0,10,5,7,3,4,2,1,1,4,1,0,0
Développement Web,Faculté (FS),Tanger,17.36,4,10,6,7,4,7,1,0,0,6,1,1,9600
GINF,OFPPT,Casablanca,13.42,2,6,3,3,9,6,2,0,0,6,0,0,0
Data Science,EST,Kenitra,12.92,3,10,7,5,4,1,1,1,0,5,0,0,0
Réseaux & Télécoms,ENSA,Casablanca,16.42,3,6,5,8,3,4,1,0,0,4,1,0,0
Réseaux & Télécoms,OFPPT,Marrakech,14.24,1,8,5,4,6,3,1,0,0,5,0,0,0
Cybersécurité,ENSA,Kenitra,15.48,4,5,4,9,4,5,1,0,0,4,1,0,0
GI,EST,Casablanca,14.98,2,7,5,5,4,2,1,0,0,8,1,0,0
Réseaux & Télécoms,FST,Agadir,11.22,2,7,9,9,3,4,2,1,0,8,0,1,10600
Data Science,Faculté (FS),Rabat,16.76,0,8,10,3,10,6,2,0,0,10,1,1,9800
Réseaux & Télécoms,OFPPT,Marrakech,11.57,2,8,7,10,9,0,0,1,0,7,1,0,0
Data Science,EST,Kenitra,17.46,4,10,3,6,6,1,1,1,0,5,0,0,0
GINF,Faculté (FS),Tanger,12.0,2,4,4,7,8,1,2,0,0,8,1,1,8600
Cybersécurité,Faculté (FS),Rabat,15.87,1,9,7,3,6,5,2,0,0,10,1,0,0
GI,FST,Casablanca,12.28,3,5,10,5,5,3,1,0,0,9,0,1,11900
Réseaux & Télécoms,Faculté (FS),Casablanca,12.54,3,6,10,5,10,3,1,0,0,6,0,1,10900
Data Science,EST,Tanger,12.48,2,9,8,8,6,7,2,0,0,6,1,1,8900
Développement Web,ENSA,Agadir,15.98,2,6,5,9,10,2,1,0,1,8,1,0,0
GI,ENSA,Tanger,14.45,2,9,9,3,4,3,3,1,0,5,1,0,0
